Company,Public Or Private,Country,Industry,Description,Website,Employees (Estimate),Region,Sdg 1: Aligned,Sdg 1: Misaligned,Sdg 2: Aligned,Sdg 2: Misaligned,Sdg 3: Aligned,Sdg 3: Misaligned,Sdg 4: Aligned,Sdg 4: Misaligned,Sdg 5: Aligned,Sdg 5: Misaligned,Sdg 6: Aligned,Sdg 6: Misaligned,Sdg 7: Aligned,Sdg 7: Misaligned,Sdg 8: Aligned,Sdg 8: Misaligned,Sdg 9: Aligned,Sdg 9: Misaligned,Sdg 10: Aligned,Sdg 10: Misaligned,Sdg 11: Aligned,Sdg 11: Misaligned,Sdg 12: Aligned,Sdg 12: Misaligned,Sdg 13: Aligned,Sdg 13: Misaligned,Sdg 14: Aligned,Sdg 14: Misaligned,Sdg 15: Aligned,Sdg 15: Misaligned,B Corp,Company Size,Culture Score,Capacity Score,Conduct Score,Collaboration Score,Oracle Score,Revenue (M),Member Of Business In The Community Uk,Member Full Abpi,Net Impact Ratio,B Corp Community Impact Score,B Corp Assessment Score
Technowrapp,Private,Italy,Consumer Goods,"Technowrapp is specialized in designing and realizing automatic systems for the wrapping of palletised loads with stretch film. In synergy with its Intralogika division, Technowrapp produces intralogistic systems, for handling and tracking the products within the production areas. 
Knowing how to listen is partly an innate ability, but to become better at it, you need learning, you need training. We train every day to learn to become better listeners and consequently, to better listen to our customers. We want to properly understand what the customer wants and make it well and made to measure.
We learn to listen to ourselves, in order to learn to listen to our customers and to tailor make what they want. We call it Listenability. Listenability is our lifestyle, it is a cultural movement that we created to spread the awareness, that listening is a fundamental element for growth, for relationships, for change, for influences, for the creation of shared goals. Listenability combines two words and you can read it from both sides. It is both listening to improve our product and services ability, and training in Technowrapp to become better listeners. Listening is improving relationships, it’s improving the internal atmosphere, listening is a step towards the future.",www.technowrapp.com,50-249,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,24.69492026,25.23221384,50,42.48907012,,,,,21.48859544,39.96129657
The Coffee Collective A/S,Private,Denmark,Consumer Goods,"The Coffee Collective is a Copenhagen-based micro roastery with four coffee shops, wholesale partnerships and an international webshop.

A strong set of values powers their overall purpose: To create exciting coffee experiences that bring better returns to the farmer.

Through long-term relationships with farmers they work for creating financial sustainability with transparency in pricing at the core. 

Dealing directly with farmers with annual visits, paying higher prices, and publishing those prices directly on the bags have been key instruments in creating transparency in a non-transparent market.

At the other end of the chain, their baristas are part of a union agreement (3F) and wind energy powers their coffee shops, reducing the CO2 footprint by up to 40%. 

Their yearly Sustainability Report was the first step towards B Corp Certification and the next step is to continuously improve their impact on the world in general and coffee in particular. 

Overall, the Coffee Collective pursues to be sustainable in a broad sense. It derives from their belief that it is extremely important to show respect to farmers, to their employees, to their customers as well as to the environment and society in general: To conduct business in a responsible manner.",www.coffeecollective.dk,50-249,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,19.66061921,30.29830402,50,42.49383849,,,,,22.68907563,40.29995162
Earth Animal Ventures,Private,USA,Consumer Goods,"Since 1979, Earth Animal has been pioneering an integrative approach to animal health and well-being. Through robust innovation, they create holistic and premium dog foods, treats & chews, and remedies & supplements. Every product they make must meet their high standards of sustainability, including the humane treatment of animals. And every experience at Earth Animal is designed to enhance quality of life for animals, people, and the Earth they all share.",earthanimal.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,19.9403483,30.03066749,50,42.49565237,,,,,22.32893157,38.84857281
Yin Yang Naturals,Private,USA,Business Services,Broker of natural and organic food products. Partner with entrepreneurs to bring their products to the natural retail channel and create the best environment for success.,www.yinyangnaturals.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,20.36027341,29.63515779,50,42.49931468,,,,,21.2484994,39.09046928
Civica,Private,United Kingdom,Business Services,"The Civica Group is an international software business group. It is a privately owned
group of companies headquartered in London, UK and with regional head offices in
Australia, Singapore and North America....Source: Wikipedia",www.civica.co.uk,"3,500 (Demandbase, 2020)",Great Britain & Ireland,0,0,0,0,0.233,0,0.017,0,0,0,0,0,0,0,0.383,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,48.40561224,49.95375,16.22946429,39.72222222,42.50890221,379,0,0,,,
The SilverLogic,Private,USA,Technology,"The SilverLogic transforms clients’ ideas and the vision of their ideal business into reality by enhancing client experience or reducing operating costs, aiming for a result in their investment paying for itself. Whether it’s customizing out-of-the-box software, supporting start-ups, or developing custom solutions, we work collaboratively with clients from start to finish so users, staff, and/or customers get the experience they need to deliver the results your business deserves.",https://tsl.io/,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,21.83693832,28.58199184,50,42.56283952,,,,,16.32653061,39.7194001
Neil Kelly Company,Private,USA,Real Estate,"Neil Kelly Company is a full-service residential design-build general contractor. Work includes energy and solar audits, retrofits and installation; whole house, kitchen / bath, addn, attic/bsmt; remodeling; custom new homes; and home repair work.",www.neilkelly.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,20.77102665,29.7467212,50,42.57766218,,,,,19.68787515,38.84857281
Carnegie Fabrics LLC,Private,USA,Consumer Goods,"Carnegie is a creative organization dedicated to the development of interior textiles and wall finishes for the architectural and design community. Their research and design efforts focus on sustainable textile and wall solutions for the commercial building market. These materials must always offer a seamless combination of beauty, performance and sustainable manufacturing.
 
From their creative studio in New York City, their team of textile researchers and designers constantly study the latest technologies and strive to match the needs of their design clients. Lasting performance is a fixed requirement for their client’s buildings which vary from offices to hotels, hospitals to schools. They have been able to meet those requirements while introducing ground breaking sustainable technologies.
 
Carnegie has always been about achieving design excellence but being cognizant of the safety and environmental impact of their products. They have been dedicated to being a PVC free company for more than 30 years, and remain the only self declared company in our industry today. They were studying the impact of the materials they were developing before it was part of the industry’s vocabulary.",carnegiefabrics.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,17.50120517,33.04070506,50,42.58128653,,,,,17.16686675,39.86453798
"Native Trails, Inc.",Private,USA,Consumer Goods,"In 1996, Naomi Neilson founded Native Trails, using her passion for artisan tradition, sustainability, and fair trade practices to bring the work of undiscovered artisans from central Mexico first to central California and then on to living spaces throughout North America. Combining the artisans’ age-old traditions with contemporary design and sustainable materials, Naomi broke new ground with Native Trails iconic copper sinks and helped to introduce copper as a mainstay material for the kitchen and bath.

Under Naomi’s effervescent leadership, Native Trails has expanded far beyond copper sinks; its artisan-made product lines have grown to include groundbreaking NativeStone concrete sinks, vanities made of reclaimed wood, furniture, and a range of home decor products. Native Trails leads the industry in artisan-crafted, sustainable products for kitchen and bath design; artisan-crafted sinks, tubs, and bathroom vanities are sold in over 1,300 showrooms throughout the United States and Canada.

Naomi and her team continue to find new trails to be forged, researching new offerings and traveling throughout the world, searching out undiscovered artisans who can bring life to Native Trails’ innovative designs.",www.nativetrailshome.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,20.56701072,30.09052649,50,42.59863058,,,,,25.93037215,40.68698597
The National Society of Leadership and Success,Private,USA,"Education, Non-Profit, Government, Public etc.","The NSLS is the nation's largest leadership honor society.  Students are selected by their college for membership based on either academic standing or leadership potential.  Candidacy is a nationally recognized achievement of honorable distinction.  With 713 chapters, the NSLS currently has 1,042,738 members nationwide.",www.nsls.org,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,20.95402447,29.9036698,50,42.62865414,,,,,13.20528211,38.75181422
Linificio e Canapificio Nazionale srl,Private,Italy,Consumer Goods,"The art of 'saper fare' (the know-how) harnessing century-old Italian textile heritage meets a dynamic, groundbreaking, and sustainable approach, combined with a commitment to premiumness at Linificio e Canapificio Nazionale Benefit Company. Established in 1873, since then it has been a world leader in the highly sustainable production of unique and refined linen and hemp yarns used in apparel, upholstery and home design. All yarns come with the highest certification due to meticulous regulation throughout an entirely European supply chain. Linificio e Canapificio Nazionale also supplies flax and hemp for more technical applications: from painters' canvases to ships' sails, to composite materials.",www.linificio.it,250-999,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Small,50,19.88585323,30.99825255,50,42.63261587,,,,,12.60504202,39.62264151
Cortilia S.p.A SB,Private,Italy,Consumer Goods,"Cortilia is an innovative e-commerce that delivers, through a simple click, directly to your house in 24 hours, in the day and in the preferred time slot, a grocery shopping full of taste and craftsmanship. Fresh and grocery shopping can all be done right on the Cortilia website. 

The offer includes fresh seasonal fruits and vegetables, meats (including cold cuts), fish, dairy, eggs, bread, a large variety of other fresh and dry specialties, wines, craft beers, personal care and house cleaning products.  Cortilia wishes to satisfy those who value authentic flavors and quality products and appeals to conscious buyers interested in food traceability along the supply chain.",www.cortilia.it,50-249,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,19.1587844,31.76519453,50,42.63859684,,,,,19.44777911,40.68698597
Boloco,Private,USA,Media and Entertainment,"A Boston Local Company made up of 9 restaurants and 140 team members serving amazing burritos, bowls, salads, smoothies and shakes with a Modern Mexican flare. Boloco is driven by their mission: ""to positively impact the lives and futures of our people through bold and inspired food and practices.""",www.boloco.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,17.27430511,33.65018307,50,42.63867323,,,,,26.8907563,39.28398645
John Laing,Public,United Kingdom,Business Services,No description available currently,No wesbite information available currently,No employee estimate available currently,Great Britain & Ireland,0,0,0,0,0.094,0,0.094,0,0,0,0,0,0,0,0.25,0,0.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,47.67489796,50.28375,17.57008929,41.64111111,42.64543644,60,0,0,,,
Sarno Display srl,Private,Italy,Consumer Goods,"We design and manufacture durable, semi-durable displays and coordinated solutions for point of sale communication on a large scale. We manage all the phases of the project, from the initial study to the creation of the prototypes, from the actual production to the final installation. The whole process is constantly monitored by our staff who is also involved in research and development regarding materials and new technologies.",www.sarnodisplay.com,50-249,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,23.16013439,27.82998922,50,42.64851854,,,,,22.20888355,38.84857281
Cappeller S.p.A SB,Private,Italy,Consumer Goods,"Fondata nel 1969 come produttore di molle, Cappeller S.p.a. ha evoluto rapidamente verso la produzione di particolari stampati e minuterie di precisione, espandendosi in settori diversificati e abbracciando progetti complessi di assemblaggio e saldatura. La progettazione è centrale nella strategia aziendale, con forti investimenti nel rinnovamento tecnologico e una moderna officina interna per stampi ed attrezzature. L'azienda è riconosciuta per l'ingegnerizzazione di prodotti, il co-design, la flessibilità nella produzione e l'impegno per la sostenibilità ambientale e sociale.

Cappeller S.p.a pone i dipendenti al cuore del successo, offrendo un ambiente di lavoro stimolante e promuovendo la crescita professionale tramite formazione continua e opportunità di sviluppo. Il benessere e l'innovazione dei dipendenti sono centrali nella missione aziendale.

Oltre al contributo all'industria, Cappeller S.p.a è profondamente coinvolta nello sviluppo locale. Attraverso iniziative mirate, supportiamo l'occupazione locale, promuoviamo progetti comunitari e adottiamo pratiche sostenibili per favorire il progresso sociale ed economico. Siamo orgogliosi di essere un motore attivo e responsabile della crescita della nostra comunità.",www.cappeller.it,50-249,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,19.34873916,31.6529933,50,42.65025987,,,,,23.04921969,40.68698597
NATURALIA,Private,France,Consumer Goods,"Depuis 1973, Naturalia est un pionnier de la Bio en France. Son objectif est d’offrir aux citadins une nouvelle façon de consommer, plus respectueuse. Naturalia donne la liberté de faire du bien aux hommes et à la nature en proposant une Bio de proximité qui promeut la biodiversité, favorise le made in France et l’équité dans plus de 220 magasins!

Since 1973, Naturalia has been an organic pioneer in France. Its objective is to offer city dwellers a new, more respectful way of consuming. Naturalia gives the freedom to do good for people and nature by offering local organic produce that promotes biodiversity, promotes made in France and fairness in more than 220 stores!",www.naturalia.fr,1000+,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Medium,50,24.61348888,26.39261028,50,42.65091487,,,,,17.40696279,38.75181422
Infarm – Indoor Urban Farming B.V.,Private,Netherlands The,"Agriculture, Fishing, Forestry","Infarm was founded in Berlin in 2013 by Osnat Michaeli and the brothers Erez and Guy Galonska. Passionate to become self-sufficient and eat better, they were growing their own food, enjoying all the flavor and nutrients, without the chemical pesticides and transport kilometers. With the aim to share the goodness of own-grown produce with everyone, they developed a smart modular farming system, that allows distribution of farms throughout the urban environment, growing fresh produce in any available space and fulfilling any market demand. Today, with cutting edge R&D, AI systems, patented technologies, and a leading multi-disciplinary team, Infarm is growing a farming network helping cities become self-sufficient in their food production while significantly improving the safety, quality, and environmental footprint of our food.
With a multinational team, Infarm has partnered with more than 30 major food retailers in Canada, Denmark, France, Germany, Japan, Luxembourg, the Netherlands, United Kingdom, the United States and Switzerland, deployed more than 1300 farms in stores and distribution centres, saved more than 40,000,000 liters of water and 60,000 square meters of land, while harvesting 1,000,000+ plants monthly and growing.123",www.infarm.com,250-999,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Small,50,20.34508123,30.71617136,50,42.65918789,,,,,12.484994,40.4450895
Just Salad,Private,USA,Media and Entertainment,"Just Salad is a fast-casual restaurant chain with a mission to make everyday health and sustainability possible. The brand serves craveable, accessible, plant-centric meals made with homemade dressings, prepped-daily produce, from-scratch recipes and fresh, flavorful ingredients. Guests can choose from over 15 chef-designed salads, wraps, warm bowls, avocado toast, soups and smoothies. Empowering customers to “Eat with Purpose,” Just Salad is home to the world’s largest restaurant reusable program and the first U.S. restaurant chain to carbon label its menu and offer a Climatarian menu category. The company was founded in 2006 and has over 70 locations across New York, New Jersey, Connecticut, Florida, Illinois, Pennsylvania, North Carolina and Dubai.",www.justsalad.com,250-999,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Small,50,19.89709133,31.1711634,50,42.66023821,,,,,22.80912365,38.8969521
Wieden + Kennedy Inc,Private,USA,Business Services,"Wieden+Kennedy 
is 
an 
independent, 
global 
creative 
company 
that 
has 
built 
and 
transformed 
some 
of 
the 
world’s 
most 
well-known, 
exciting 
brands 
for 
over 
forty 
years. 
Offering 
world 
class 
creative, 
media, 
social, 
design 
and 
strategy 
operations, 
W+K 
is 
driven 
by 
a 
core 
mission—use 
creativity 
and 
influence 
to 
change 
the 
world 
and 
impact 
culture.",www.wk.com,1000+,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Medium,50,25.39411482,25.72886839,50,42.66844748,,,,,23.28931573,40.15481374
Legacy Vacation Resorts,Private,USA,Media and Entertainment,"Legacy Vacation Resorts provides vacation experiences for families and friends to create unique moments and lasting memories in a manner that respects our environment, employees, and community. As the first B Corp certified, multi-state resort hospitality company in the US, we are a collaborative steward of the hospitality industry, using compassion, interdependence, and positive impact to drive sustainable economic development.",www.legacyvacationresorts.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,16.98829162,34.16099167,50,42.67239249,,,,,51.74069628,60.95791001
"Dr. Squatch, LLC",Private,USA,Consumer Goods,"Dedicated to making better personal care products with natural ingredients, Dr. Squatch's lifelong mission has always been to helps its customers live happier and healthier. Using education and a detailed product research, they manufacture premium soap, deodorant, hair care, lotion and more with the goal of helping more men take care of their bodies. Dr. Squatch goes above and beyond to source naturally-derived ingredients that nurture the skin and maintains a thorough ""Sh*t List"" of ingredients they'll never use. Natural Ingredients. Always American made.",drsquatch.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,21.5766005,29.7073317,50,42.69258983,,,,,21.00840336,38.9453314
Jacquet SA,Private,Switzerland,Business Services,"Depuis plus de 100 ans, notre mission a été de promouvoir la valeur de l’aménagement extérieur, par un travail de qualité supérieure et un respect constant de nos clients, nos partenaires et de l’environnement. De la conception à la réalisation, nos équipes imaginent et aménagent les espaces de vie privés et urbains, en adéquation avec notre principale ressource : La Nature. Les matériaux et revêtements que nous utilisons sont soigneusement sélectionnés. Les végétaux que nous plantons sont cultivés dans nos pépinières labellisées BIO. Nos 250 collaborateurs se distinguent par leur savoir-faire innovant et durable, mais aussi par la maîtrise de 25 secteurs d’activités.",www.jacquet.ch,50-249,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,21.21744208,30.11443012,50,42.69978083,,,,,16.92677071,39.13884857
Fully,Private,USA,Consumer Goods,"The idea behind Fully is simple: movement is good. When you move, when you are fully in your body, more of you shows up to work, to relationships, to life. With wellness in mind, Fully designs and sells desks, chairs & things to keep you moving.


Note: This company or an affiliated individual or entity has made a philanthropic contribution to B Lab within the parameters of its conflict of interest policy. For more information visit the funders and finances section of this website.",www.fully.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,22.41178299,28.93006325,50,42.70127694,,,,,16.56662665,39.57426222
Arte Groep,Private,Netherlands The,Construction and Materials,"Arte supplies the highest quality counter tops and materials for kitchens, catering establishments, coffee corners for offices,  washbasins for luxury hotels, and more. 

All of our work is done in consideration of the environment and the well-being of all people involved. It is anchored in our DNA. And that’s why one stone - no matter how big or small - can make all the difference.

This philosophy of ours starts with where we source our materials. Together with independent organizations, we check whether the material is obtained fairly and if the working conditions are up to our high standards.

Worldwide, 63 million children aren’t going to school. With our Arte Right To Education project, we work with NGO’s to end child labour around quarries in South India, and to increase their access to education. In addition, we are committed to preventing child marriage, and we provide health and safety training fit for the working conditions.

Our end goal is to create the greatest possible positive impact, and to contribute to the well-being of everyone involved with Arte, both now and in the future.",www.artegroep.nl,50-249,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,19.38735435,32.02025494,50,42.71114139,,,,,15.48619448,39.09046928
Hologic,Public,USA,Healthcare and Pharmaceuticals,No description available currently.,www.hologic.com/,"6,944 (Demandbase, 2022)",North America,0,0,0,0,0.926,0,0,0,0,0,0,0,0,0,0.274,0,0.053,0,0,0,0,0,0,-0.194,0,0,0,0,0,0,0,Medium,45.75639766,60.92942045,45.14279108,10.90277778,42.71226711,4863,0,0,0.947136564,,
Marine Layer,Private,USA,Consumer Goods,"In 2009, Marine Layer’s founders made it their mission to create the world’s softest clothing, while reducing the environmental impact of textile production. Marine Layer aims to help the planet through its Re-Spun program, which diverts clothing from landfills and gives old tees a second life. As of December 2022, Marine Layer has collected and recycled more than 575,000 t-shirts (approximately 177,000 lbs). Marine Layer is aiming to be “tee-shirt” neutral by 2025 — where for each shirt sold, Marine Layer will collect and divert one shirt from landfills.",www.marinelayer.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,20.07214666,31.46332074,50,42.73032011,,,,,25.21008403,39.91291727
"Lakefront Brewery, Inc.",Private,USA,Consumer Goods,"Lakefront’s pioneering spirit has created many U.S. brewing-industry firsts. Among these, the brewery introduced the first beer in the United States made from 100% in-state-grown ingredients with the barley, wheat, hops and a first-of-its-kind, indigenous Wisconsin yeast strain (Wisconsinite Summer Weiss), the first certified organic brewery, producing the country’s oldest certified organic beer (Organic E.S.B.), and the first government-certified, gluten-free beer (New Grist).

For over 30 years they have been committed to serving their local community, as well as those who come to share in the splendor of the city by the lake. Though they’re known across the country and around the world as a spot for folks near and far to enjoy Milwaukee’s gemuetlichkeit (warmth, friendliness, and good cheer) their priorities lie with communities nearby. Cheers.",lakefrontbrewery.com/,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,22.23564236,29.3084867,50,42.73161936,,,,,29.65186074,39.42912433
Eurofrits,Private,Spain,Consumer Goods,"Eurofrits es una compañía fabricante de soluciones alimentarias que generan valor a sus clientes y hacen disfrutar a sus consumidores, a través de un completo portfolio de alimentos congelados, bajo la base de calidad, innovación y sostenibilidad",www.eurofrits.com,50-249,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,20.38597059,31.16133976,50,42.73209655,,,,,14.04561825,38.80019352
Danone Belux,Private,Belgium,Consumer Goods,"Through its long term commitment to combine economic success and social progress and in line with its One Planet.One Health vision that the health of the people and the health of the planet are interconnected, Danone aims to inspire healthier and more sustainable eating habits.
With brands like Danone, Danone & Fruit, Activia, Actimel, Light&Free, Oikos and Danio, Danone is a major player on the Belgian dairy market since 1930.
Danone Belgium employs around 600 people, including 450 at the factory Rotselaar which sources all its fresh milk from 90 local farms.
For years, Danone Belgium has been committed to working collaboratively with its employees, partners, institutions, local communities to positively impact the environment and the well-being of Belgian citizens. For example, it commits to collaborate with the dairy farmers on promoting regenerative agriculture, was the first food company in Belgium to commit to implement Nutri-Score on all its products, and, for 20 years, has been partnering with sports school associations to offer annually educative workshops on healthy food and physical activities to 10 000 children. 
Danone Belgium is proud to join the B Corp community to continue to co-create concrete solutions to change the world for the better.",https://www.danonebelgie.be/fr/danone-belgique/,250-999,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Small,50,24.09471716,27.506666,50,42.74020748,,,,,22.44897959,40.73536526
Mobil Wood,Private,France,Consumer Goods,"Ancrée dans l'Yonne et dans l'éco-conception depuis les années 60, la menuiserie Mobil Wood crée de la valeur grâce aux arbres et à la forêt. Avec notre équipe de 70 Woodiens, nous nous inspirons de cette maxime de Léonard de Vinci ""Va prendre tes leçons dans la nature"" pour faire du bois une réserve inépuisable de sagesse et d'idées nouvelles à expérimenter.
Mobil Wood agence et aménage des magasins à base de bois massif. Nous croyons que le bois est une matière exemplaire pour réaliser la transition écologique, lutter contre les effets négatifs du changement climatique et créer des emplois qualifiés et non délocalisables. Notre raison d'être est donc naturellement ""Au nom du bois, la forêt comme modèle de design et d'organisation"".",www.mobilwood.com,50-249,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,20.383594,31.33020279,50,42.75706952,,,,,15.6062425,39.47750363
Gorgias Inc,Private,USA,Technology,"Gorgias is a one-of-a-kind customer service platform specifically designed for ecommerce businesses to deliver effortless customer service at every stage of growth. With cutting-edge automation and AI capabilities, Gorgias revolutionizes how online stores interact with their customers by providing efficient and personalized support across email, voice, SMS, live chat, and social media.

Founded in 2015, Gorgias began as a two-person team and has grown to more than 250 employees and eight offices in San Francisco, New York, Charlotte, Toronto, Buenos Aires, Paris, Lisbon, and Sydney. As a certified B Corporation, Gorgias is proud to be a leader in sustainable and equitable workplace practices.

Today, Gorgias serves 12,000+ merchants in the ecommerce space, including Steve Madden, Glossier, BruMate, and TUSHY.",www.gorgias.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,24.80214509,27.03630833,50,42.77576801,,,,,17.76710684,39.42912433
TwelveNYC,Private,USA,Business Services,We create tangible magic,twelvenyc.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,24.31437042,27.54367576,50,42.77870693,,,,,22.80912365,38.8969521
Recyclops,Private,USA,Business Services,"Provide specialized logistics solutions for recycling, reuse, and composting for brands nationally. Including Grove Collaborative (sustainable household goods), Imperfect Foods (grocery delivery), DYPER (responsible diapering), Lumio (solar energy provider), and more. 

Provide curbside recycling in areas where recycling typically isn't available (the outskirts of urban centers and more rural locations).

Expand environmental programs in communities diverting waste streams such as kitchen food waste, glass, compostable diapers, batteries, lightbulbs, clothing, styrofoam, and much more.

Diverting millions of pounds from landfills in hundreds of cities in 30+ states.
Learn more at recyclops.com",recyclops.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,19.06310646,32.89155071,50,42.79319857,,,,,12.24489796,40.29995162
share,Private,Germany,Consumer Goods,"share is a social enterprise selling consumer goods that are each connected to an equivalent donation. With these direct donations, they aim to help the people most in need of basic goods and services, such as water, food and hygiene.",www.share.eu,50-249,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,18.36822533,33.60667116,50,42.79623447,,,,,49.21968788,43.97677794
OluKai,Private,USA,Consumer Goods,"OluKai is a luxury lifestyle brand that believes everyone, no matter where they are, can live Aloha. OluKai is one way to unlock its spirit in all of us. The company is committed to building a unique and better class of products that blend ocean heritage with modern performance while leaving the smallest footprint possible on the planet
 
Through its Fit by Nature™, Crafted by Hand™ design principle, OluKai builds every pair of footwear with signature anatomically contoured footbeds to deliver the perfect balance of instant comfort and lasting support. Each pair features beautiful, quality materials and handcrafted details inspired by island culture.
 
In every facet of its business, the brand is committed to respecting the people and the environments it touches. Inspired by the strong tradition of giving an offering or tribute in Polynesian culture, OluKai established the ‘Ohana Giveback Program to support the efforts of those who continue to give back to preserve local cultures and traditions. For more information visit www.olukai.com.",olukai.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,21.85799984,30.12239131,50,42.79705867,,,,,17.88715486,39.28398645
Laie,Private,Spain,Consumer Goods,"Laie destaca por su amplia trayectoria, con más de 40 años en el sector cultural, y su experiencia en el desarrollo de servicios para instituciones culturales, museos y monumentos patrimoniales. Estas particularidades son el origen de su consciencia y de la capacidad para desarrollar este tipo de proyectos vinculados con el arte y la transmisión cultural. La compañía tiene presencia en Barcelona, Granada, Madrid, Mallorca, Málaga, Sevilla, Valencia, Santander, Santiago de Compostela y Zaragoza. Su actividad desde los inicios está centrada en el objetivo principal de poner la cultura al alcance de todos como motor del desarrollo individual y social.",www.laie.es,50-249,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,20.29818498,31.68237609,50,42.79708416,,,,,23.28931573,38.8969521
Ancient Nutrition,Private,USA,Consumer Goods,"Ancient Nutrition is committed to providing people and communities with history’s most powerful superfoods in a modern, convenient form. Giving individuals the tools they need to transform their bodies and minds, while restoring their health, strength and vitality. At Ancient Nutrition, their belief in superfoods goes beyond supplements, to a responsibility to care for our environment. That's why they dedicate 1% of all revenue to the R.A.N.C.H Project: their commitment to Regenerative Agriculture, Nutrition, and Climate Health. Through the R.A.N.C.H Project, they are developing groundbreaking research on their very own 4,000+ acres of Certified Organic, Regenerative Farms, investing in a new standard for how ingredients are grown, one that gives back to the soil, instead of just taking from it.",www.ancientnutrition.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,21.10030057,30.89075308,50,42.79865805,,,,,14.16566627,40.00967586
Morning,Private,France,Business Services,"Morning, crée des espaces et tout ce qui va avec pour que chacun passe une bonne journée de travail. Tout est pensé et réalisé pour que vous vous y sentiez bien, et que vous puissiez vous concentrer sur ce qui compte vraiment.
L'équipe Morning est persuadée qu'elle a un rôle à jouer et des bonnes pratiques à partager avec son écosystème : engagement social, pratique responsable au travail, éco-conception des espaces.
Parce que le bâtiment est le 2ème secteur émetteur de gaz à effet de serre en France.) Morning s'applique à concevoir des espaces de travail éco-responsables.
Parce que pour transformer les choses de manière significative, il faut passer à l'échelle. Morning s'engage à soutenir et inspirer les entreprises de demain.
Parce que souvent, les bonnes pratiques ne franchissent pas la porte du bureau. 
Morning promeut une culture et des pratiques responsables au bureau, et au travers de l'ensemble de son écosystèmes : clients, partenaires, prestataires.",https://www.morning.fr/,50-249,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,24.69684188,27.31544858,50,42.80184357,,,,,19.56782713,39.42912433
Sunrise Medical,Private,Germany,Healthcare and Pharmaceuticals,No description available currently,No wesbite information available currently,No employee estimate available currently,Europe,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Small,48.77163714,38.54306316,29.39098569,38.68457058,42.81719334,600,0,0,,,
